YEAR,COUNTY,HOSPITAL,OSHPDID,Procedure/Condition,Risk Adjuested Mortality Rate,# of Deaths,# of Cases,Hospital Ratings,LONGITUDE,LATITUDE
2016,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,AMI,0,0,6,As Expected,-118.26324,34.06879
2016,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,Acute Stroke,37.2,1,5,As Expected,-118.26324,34.06879
2016,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,Acute Stroke Hemorrhagic,.,.,.,,-118.26324,34.06879
2016,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,Acute Stroke Ischemic,0,0,4,As Expected,-118.26324,34.06879
2016,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,Acute Stroke Subarachnoid,.,.,.,,-118.26324,34.06879
2016,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,Carotid Endarterectomy,.,.,.,,-118.26324,34.06879
2016,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,Espophageal Resection,.,.,.,,-118.26324,34.06879
2016,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,GI Hemorrhage,1.2,1,49,As Expected,-118.26324,34.06879
2016,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,Heart Failure,7.8,4,58,As Expected,-118.26324,34.06879
2016,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,Hip Fracture,0,0,9,As Expected,-118.26324,34.06879
2016,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,PCI,.,.,.,,-118.26324,34.06879
2016,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,Pancreatic Cancer,.,.,.,,-118.26324,34.06879
2016,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,Pancreatic Other,.,.,.,,-118.26324,34.06879
2016,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,Pancreatic Resection,.,.,.,,-118.26324,34.06879
2016,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,Pneumonia,4.3,4,112,As Expected,-118.26324,34.06879
2016,Los Angeles,San Dimas Community Hospital,106190673,AAA Repair Unruptured,.,.,.,,-117.834328,34.099076
2016,Los Angeles,San Dimas Community Hospital,106190673,AMI,7,2,19,As Expected,-117.834328,34.099076
2016,Los Angeles,San Dimas Community Hospital,106190673,Acute Stroke,0,0,33,As Expected,-117.834328,34.099076
2016,Los Angeles,San Dimas Community Hospital,106190673,Acute Stroke Hemorrhagic,.,.,.,,-117.834328,34.099076
2016,Los Angeles,San Dimas Community Hospital,106190673,Acute Stroke Ischemic,0,0,32,As Expected,-117.834328,34.099076
2016,Los Angeles,San Dimas Community Hospital,106190673,Acute Stroke Subarachnoid,.,.,.,,-117.834328,34.099076
2016,Los Angeles,San Dimas Community Hospital,106190673,Carotid Endarterectomy,.,.,.,,-117.834328,34.099076
2016,Los Angeles,San Dimas Community Hospital,106190673,Espophageal Resection,.,.,.,,-117.834328,34.099076
2016,Los Angeles,San Dimas Community Hospital,106190673,GI Hemorrhage,0,0,63,As Expected,-117.834328,34.099076
2016,Los Angeles,San Dimas Community Hospital,106190673,Heart Failure,2.9,2,59,As Expected,-117.834328,34.099076
2016,Los Angeles,San Dimas Community Hospital,106190673,Hip Fracture,0,0,45,As Expected,-117.834328,34.099076
2016,Los Angeles,San Dimas Community Hospital,106190673,PCI,.,.,.,,-117.834328,34.099076
2016,Los Angeles,San Dimas Community Hospital,106190673,Pancreatic Cancer,.,.,.,,-117.834328,34.099076
2016,Los Angeles,San Dimas Community Hospital,106190673,Pancreatic Other,.,.,.,,-117.834328,34.099076
2016,Los Angeles,San Dimas Community Hospital,106190673,Pancreatic Resection,.,.,.,,-117.834328,34.099076
2016,Los Angeles,San Dimas Community Hospital,106190673,Pneumonia,1.4,1,66,As Expected,-117.834328,34.099076
2016,Los Angeles,Providence Little Company of Mary Medical Center – San Pedro,106190680,AAA Repair Unruptured,.,.,.,,-118.303893,33.737939
2016,Los Angeles,Providence Little Company of Mary Medical Center – San Pedro,106190680,AMI,8.1,2,16,As Expected,-118.303893,33.737939
2016,Los Angeles,Providence Little Company of Mary Medical Center – San Pedro,106190680,Acute Stroke,6.9,7,123,As Expected,-118.303893,33.737939
2016,Los Angeles,Providence Little Company of Mary Medical Center – San Pedro,106190680,Acute Stroke Hemorrhagic,4.3,1,24,Better,-118.303893,33.737939
2016,Los Angeles,Providence Little Company of Mary Medical Center – San Pedro,106190680,Acute Stroke Ischemic,5.7,4,96,As Expected,-118.303893,33.737939
2016,Los Angeles,Providence Little Company of Mary Medical Center – San Pedro,106190680,Acute Stroke Subarachnoid,56.1,2,3,As Expected,-118.303893,33.737939
2016,Los Angeles,Providence Little Company of Mary Medical Center – San Pedro,106190680,Carotid Endarterectomy,.,.,.,,-118.303893,33.737939
2016,Los Angeles,Providence Little Company of Mary Medical Center – San Pedro,106190680,Espophageal Resection,.,.,.,,-118.303893,33.737939
2016,Los Angeles,Providence Little Company of Mary Medical Center – San Pedro,106190680,GI Hemorrhage,1.5,2,122,As Expected,-118.303893,33.737939
2016,Los Angeles,Providence Little Company of Mary Medical Center – San Pedro,106190680,Heart Failure,0.7,1,152,As Expected,-118.303893,33.737939
2016,Los Angeles,Providence Little Company of Mary Medical Center – San Pedro,106190680,Hip Fracture,0,0,58,As Expected,-118.303893,33.737939
2016,Los Angeles,Providence Little Company of Mary Medical Center – San Pedro,106190680,PCI,.,.,.,,-118.303893,33.737939
2016,Los Angeles,Providence Little Company of Mary Medical Center – San Pedro,106190680,Pancreatic Cancer,.,.,.,,-118.303893,33.737939
2016,Los Angeles,Providence Little Company of Mary Medical Center – San Pedro,106190680,Pancreatic Other,.,.,.,,-118.303893,33.737939
2016,Los Angeles,Providence Little Company of Mary Medical Center – San Pedro,106190680,Pancreatic Resection,.,.,.,,-118.303893,33.737939
2016,Los Angeles,Providence Little Company of Mary Medical Center – San Pedro,106190680,Pneumonia,3.5,3,107,As Expected,-118.303893,33.737939
2016,Los Angeles,Santa Monica – UCLA Medical Center and Orthopedic Hospital,106190687,AAA Repair Unruptured,,,,,-118.486123,34.027539
2016,Los Angeles,Santa Monica – UCLA Medical Center and Orthopedic Hospital,106190687,AMI,4.4,10,208,As Expected,-118.486123,34.027539
2016,Los Angeles,Santa Monica – UCLA Medical Center and Orthopedic Hospital,106190687,Acute Stroke,4.8,4,116,As Expected,-118.486123,34.027539
2016,Los Angeles,Santa Monica – UCLA Medical Center and Orthopedic Hospital,106190687,Acute Stroke Hemorrhagic,0,0,14,As Expected,-118.486123,34.027539
2016,Los Angeles,Santa Monica – UCLA Medical Center and Orthopedic Hospital,106190687,Acute Stroke Ischemic,3.8,4,102,As Expected,-118.486123,34.027539
2016,Los Angeles,Santa Monica – UCLA Medical Center and Orthopedic Hospital,106190687,Acute Stroke Subarachnoid,.,.,.,,-118.486123,34.027539
2016,Los Angeles,Santa Monica – UCLA Medical Center and Orthopedic Hospital,106190687,Carotid Endarterectomy,0,0,3,As Expected,-118.486123,34.027539
2016,Los Angeles,Santa Monica – UCLA Medical Center and Orthopedic Hospital,106190687,Espophageal Resection,.,.,.,,-118.486123,34.027539
2016,Los Angeles,Santa Monica – UCLA Medical Center and Orthopedic Hospital,106190687,GI Hemorrhage,1,3,276,As Expected,-118.486123,34.027539
2016,Los Angeles,Santa Monica – UCLA Medical Center and Orthopedic Hospital,106190687,Heart Failure,2.1,10,416,As Expected,-118.486123,34.027539
2016,Los Angeles,Santa Monica – UCLA Medical Center and Orthopedic Hospital,106190687,Hip Fracture,1.6,5,204,As Expected,-118.486123,34.027539
2016,Los Angeles,Santa Monica – UCLA Medical Center and Orthopedic Hospital,106190687,PCI,2.1,3,197,As Expected,-118.486123,34.027539
2016,Los Angeles,Santa Monica – UCLA Medical Center and Orthopedic Hospital,106190687,Pancreatic Cancer,.,.,.,,-118.486123,34.027539
2016,Los Angeles,Santa Monica – UCLA Medical Center and Orthopedic Hospital,106190687,Pancreatic Other,.,.,.,,-118.486123,34.027539
2016,Los Angeles,Santa Monica – UCLA Medical Center and Orthopedic Hospital,106190687,Pancreatic Resection,0,0,3,As Expected,-118.486123,34.027539
2016,Los Angeles,Santa Monica – UCLA Medical Center and Orthopedic Hospital,106190687,Pneumonia,1.2,3,224,As Expected,-118.486123,34.027539
2016,Los Angeles,Pacifica Hospital of the Valley,106190696,AAA Repair Unruptured,.,.,.,,-118.39555,34.24088
2016,Los Angeles,Pacifica Hospital of the Valley,106190696,AMI,0,0,6,As Expected,-118.39555,34.24088
2016,Los Angeles,Pacifica Hospital of the Valley,106190696,Acute Stroke,12.3,1,11,As Expected,-118.39555,34.24088
2016,Los Angeles,Pacifica Hospital of the Valley,106190696,Acute Stroke Hemorrhagic,.,.,.,,-118.39555,34.24088
2016,Los Angeles,Pacifica Hospital of the Valley,106190696,Acute Stroke Ischemic,0,0,9,As Expected,-118.39555,34.24088
2016,Los Angeles,Pacifica Hospital of the Valley,106190696,Acute Stroke Subarachnoid,.,.,.,,-118.39555,34.24088
2016,Los Angeles,Pacifica Hospital of the Valley,106190696,Carotid Endarterectomy,.,.,.,,-118.39555,34.24088
2016,Los Angeles,Pacifica Hospital of the Valley,106190696,Espophageal Resection,.,.,.,,-118.39555,34.24088
2016,Los Angeles,Pacifica Hospital of the Valley,106190696,GI Hemorrhage,5.1,2,58,As Expected,-118.39555,34.24088
2016,Los Angeles,Pacifica Hospital of the Valley,106190696,Heart Failure,0,0,73,As Expected,-118.39555,34.24088
2016,Los Angeles,Pacifica Hospital of the Valley,106190696,Hip Fracture,0,0,6,As Expected,-118.39555,34.24088
2016,Los Angeles,Pacifica Hospital of the Valley,106190696,PCI,.,.,.,,-118.39555,34.24088
2016,Los Angeles,Pacifica Hospital of the Valley,106190696,Pancreatic Cancer,.,.,.,,-118.39555,34.24088
2016,Los Angeles,Pacifica Hospital of the Valley,106190696,Pancreatic Other,.,.,.,,-118.39555,34.24088
2016,Los Angeles,Pacifica Hospital of the Valley,106190696,Pancreatic Resection,.,.,.,,-118.39555,34.24088
2016,Los Angeles,Pacifica Hospital of the Valley,106190696,Pneumonia,2.9,3,91,As Expected,-118.39555,34.24088
2016,Los Angeles,Sherman Oaks Hospital,106190708,AAA Repair Unruptured,.,.,.,,-118.4488,34.15995
2016,Los Angeles,Sherman Oaks Hospital,106190708,AMI,3.1,7,148,Better,-118.4488,34.15995
2016,Los Angeles,Sherman Oaks Hospital,106190708,Acute Stroke,4.6,4,65,As Expected,-118.4488,34.15995
2016,Los Angeles,Sherman Oaks Hospital,106190708,Acute Stroke Hemorrhagic,17.1,1,4,As Expected,-118.4488,34.15995
2016,Los Angeles,Sherman Oaks Hospital,106190708,Acute Stroke Ischemic,2.2,3,61,As Expected,-118.4488,34.15995
2016,Los Angeles,Sherman Oaks Hospital,106190708,Acute Stroke Subarachnoid,.,.,.,,-118.4488,34.15995
2016,Los Angeles,Sherman Oaks Hospital,106190708,Carotid Endarterectomy,.,.,.,,-118.4488,34.15995
2016,Los Angeles,Sherman Oaks Hospital,106190708,Espophageal Resection,.,.,.,,-118.4488,34.15995
2016,Los Angeles,Sherman Oaks Hospital,106190708,GI Hemorrhage,1.7,5,132,As Expected,-118.4488,34.15995
2016,Los Angeles,Sherman Oaks Hospital,106190708,Heart Failure,0.4,2,215,Better,-118.4488,34.15995
2016,Los Angeles,Sherman Oaks Hospital,106190708,Hip Fracture,0,0,66,As Expected,-118.4488,34.15995
2016,Los Angeles,Sherman Oaks Hospital,106190708,PCI,.,.,.,,-118.4488,34.15995
2016,Los Angeles,Sherman Oaks Hospital,106190708,Pancreatic Cancer,.,.,.,,-118.4488,34.15995
2016,Los Angeles,Sherman Oaks Hospital,106190708,Pancreatic Other,.,.,.,,-118.4488,34.15995
2016,Los Angeles,Sherman Oaks Hospital,106190708,Pancreatic Resection,.,.,.,,-118.4488,34.15995
2016,Los Angeles,Sherman Oaks Hospital,106190708,Pneumonia,1.5,5,154,As Expected,-118.4488,34.15995
2016,Los Angeles,Saint Francis Medical Center,106190754,AAA Repair Unruptured,,,,,-118.20415,33.93085
2016,Los Angeles,Saint Francis Medical Center,106190754,AMI,8,24,308,As Expected,-118.20415,33.93085
2016,Los Angeles,Saint Francis Medical Center,106190754,Acute Stroke,10.8,29,319,As Expected,-118.20415,33.93085
2016,Los Angeles,Saint Francis Medical Center,106190754,Acute Stroke Hemorrhagic,25.6,12,68,As Expected,-118.20415,33.93085
2016,Los Angeles,Saint Francis Medical Center,106190754,Acute Stroke Ischemic,5.1,11,244,As Expected,-118.20415,33.93085
2016,Los Angeles,Saint Francis Medical Center,106190754,Acute Stroke Subarachnoid,35.9,6,7,As Expected,-118.20415,33.93085
2016,Los Angeles,Saint Francis Medical Center,106190754,Carotid Endarterectomy,0,0,4,As Expected,-118.20415,33.93085
2016,Los Angeles,Saint Francis Medical Center,106190754,Espophageal Resection,.,.,.,,-118.20415,33.93085
2016,Los Angeles,Saint Francis Medical Center,106190754,GI Hemorrhage,1.4,3,288,As Expected,-118.20415,33.93085
2016,Los Angeles,Saint Francis Medical Center,106190754,Heart Failure,1.3,6,599,Better,-118.20415,33.93085
2016,Los Angeles,Saint Francis Medical Center,106190754,Hip Fracture,0,0,74,As Expected,-118.20415,33.93085
2016,Los Angeles,Saint Francis Medical Center,106190754,PCI,4.9,9,199,As Expected,-118.20415,33.93085
2016,Los Angeles,Saint Francis Medical Center,106190754,Pancreatic Cancer,.,.,.,,-118.20415,33.93085
2016,Los Angeles,Saint Francis Medical Center,106190754,Pancreatic Other,0,0,5,As Expected,-118.20415,33.93085
2016,Los Angeles,Saint Francis Medical Center,106190754,Pancreatic Resection,0,0,5,As Expected,-118.20415,33.93085
2016,Los Angeles,Saint Francis Medical Center,106190754,Pneumonia,0.9,2,225,Better,-118.20415,33.93085
2016,Los Angeles,Providence Saint John’s Health Center,106190756,AAA Repair Unruptured,,,,,-118.478668,34.029804
2016,Los Angeles,Providence Saint John’s Health Center,106190756,AMI,5.2,10,171,As Expected,-118.478668,34.029804
2016,Los Angeles,Providence Saint John’s Health Center,106190756,Acute Stroke,8,17,193,As Expected,-118.478668,34.029804
2016,Los Angeles,Providence Saint John’s Health Center,106190756,Acute Stroke Hemorrhagic,11.4,4,34,As Expected,-118.478668,34.029804
2016,Los Angeles,Providence Saint John’s Health Center,106190756,Acute Stroke Ischemic,4.7,9,144,As Expected,-118.478668,34.029804
2016,Los Angeles,Providence Saint John’s Health Center,106190756,Acute Stroke Subarachnoid,36,4,15,As Expected,-118.478668,34.029804
2016,Los Angeles,Providence Saint John’s Health Center,106190756,Carotid Endarterectomy,0,0,20,As Expected,-118.478668,34.029804
2016,Los Angeles,Providence Saint John’s Health Center,106190756,Espophageal Resection,.,.,.,,-118.478668,34.029804
2016,Los Angeles,Providence Saint John’s Health Center,106190756,GI Hemorrhage,3.1,5,199,As Expected,-118.478668,34.029804
2016,Los Angeles,Providence Saint John’s Health Center,106190756,Heart Failure,3.5,9,209,As Expected,-118.478668,34.029804
2016,Los Angeles,Providence Saint John’s Health Center,106190756,Hip Fracture,3.2,5,134,As Expected,-118.478668,34.029804
2016,Los Angeles,Providence Saint John’s Health Center,106190756,PCI,4.7,8,155,As Expected,-118.478668,34.029804
2016,Los Angeles,Providence Saint John’s Health Center,106190756,Pancreatic Cancer,0,0,5,As Expected,-118.478668,34.029804
2016,Los Angeles,Providence Saint John’s Health Center,106190756,Pancreatic Other,4.6,1,15,As Expected,-118.478668,34.029804
2016,Los Angeles,Providence Saint John’s Health Center,106190756,Pancreatic Resection,2.2,1,20,As Expected,-118.478668,34.029804
2016,Los Angeles,Providence Saint John’s Health Center,106190756,Pneumonia,2.6,8,260,As Expected,-118.478668,34.029804
2016,Los Angeles,Providence Saint Joseph Medical Center,106190758,AAA Repair Unruptured,,,,,-118.32655,34.15486
2016,Los Angeles,Providence Saint Joseph Medical Center,106190758,AMI,8.4,19,248,As Expected,-118.32655,34.15486
2016,Los Angeles,Providence Saint Joseph Medical Center,106190758,Acute Stroke,8.8,46,521,As Expected,-118.32655,34.15486
2016,Los Angeles,Providence Saint Joseph Medical Center,106190758,Acute Stroke Hemorrhagic,18.4,14,96,As Expected,-118.32655,34.15486
2016,Los Angeles,Providence Saint Joseph Medical Center,106190758,Acute Stroke Ischemic,5,25,390,As Expected,-118.32655,34.15486
2016,Los Angeles,Providence Saint Joseph Medical Center,106190758,Acute Stroke Subarachnoid,24.1,7,35,As Expected,-118.32655,34.15486
2016,Los Angeles,Providence Saint Joseph Medical Center,106190758,Carotid Endarterectomy,0,0,71,As Expected,-118.32655,34.15486
2016,Los Angeles,Providence Saint Joseph Medical Center,106190758,Espophageal Resection,.,.,.,,-118.32655,34.15486
2016,Los Angeles,Providence Saint Joseph Medical Center,106190758,GI Hemorrhage,2.5,10,319,As Expected,-118.32655,34.15486
2016,Los Angeles,Providence Saint Joseph Medical Center,106190758,Heart Failure,3,22,499,As Expected,-118.32655,34.15486
2016,Los Angeles,Providence Saint Joseph Medical Center,106190758,Hip Fracture,0.7,2,164,As Expected,-118.32655,34.15486
2016,Los Angeles,Providence Saint Joseph Medical Center,106190758,PCI,6.8,13,218,Worse,-118.32655,34.15486
2016,Los Angeles,Providence Saint Joseph Medical Center,106190758,Pancreatic Cancer,.,.,.,,-118.32655,34.15486
2016,Los Angeles,Providence Saint Joseph Medical Center,106190758,Pancreatic Other,.,.,.,,-118.32655,34.15486
2016,Los Angeles,Providence Saint Joseph Medical Center,106190758,Pancreatic Resection,0,0,4,As Expected,-118.32655,34.15486
2016,Los Angeles,Providence Saint Joseph Medical Center,106190758,Pneumonia,2.1,9,324,As Expected,-118.32655,34.15486
2016,Los Angeles,Saint Vincent Medical Center,106190762,AAA Repair Unruptured,,,,,-118.27302,34.06311
2016,Los Angeles,Saint Vincent Medical Center,106190762,AMI,3.3,17,353,Better,-118.27302,34.06311
2016,Los Angeles,Saint Vincent Medical Center,106190762,Acute Stroke,4.4,7,178,Better,-118.27302,34.06311
2016,Los Angeles,Saint Vincent Medical Center,106190762,Acute Stroke Hemorrhagic,13.5,4,38,As Expected,-118.27302,34.06311
2016,Los Angeles,Saint Vincent Medical Center,106190762,Acute Stroke Ischemic,2,3,137,As Expected,-118.27302,34.06311
2016,Los Angeles,Saint Vincent Medical Center,106190762,Acute Stroke Subarachnoid,0,0,3,As Expected,-118.27302,34.06311
2016,Los Angeles,Saint Vincent Medical Center,106190762,Carotid Endarterectomy,0,0,14,As Expected,-118.27302,34.06311
2016,Los Angeles,Saint Vincent Medical Center,106190762,Espophageal Resection,.,.,.,,-118.27302,34.06311
2016,Los Angeles,Saint Vincent Medical Center,106190762,GI Hemorrhage,2,6,208,As Expected,-118.27302,34.06311
2016,Los Angeles,Saint Vincent Medical Center,106190762,Heart Failure,1.7,7,471,As Expected,-118.27302,34.06311
2016,Los Angeles,Saint Vincent Medical Center,106190762,Hip Fracture,2.1,2,89,As Expected,-118.27302,34.06311
2016,Los Angeles,Saint Vincent Medical Center,106190762,PCI,2.7,5,123,As Expected,-118.27302,34.06311
2016,Los Angeles,Saint Vincent Medical Center,106190762,Pancreatic Cancer,0,0,5,As Expected,-118.27302,34.06311
2016,Los Angeles,Saint Vincent Medical Center,106190762,Pancreatic Other,16.3,1,5,As Expected,-118.27302,34.06311
2016,Los Angeles,Saint Vincent Medical Center,106190762,Pancreatic Resection,13.1,1,10,As Expected,-118.27302,34.06311
2016,Los Angeles,Saint Vincent Medical Center,106190762,Pneumonia,2.1,7,279,As Expected,-118.27302,34.06311
2016,Los Angeles,Coast Plaza Hospital,106190766,AAA Repair Unruptured,.,.,.,,-118.09915,33.91255
2016,Los Angeles,Coast Plaza Hospital,106190766,AMI,7.4,2,32,As Expected,-118.09915,33.91255
2016,Los Angeles,Coast Plaza Hospital,106190766,Acute Stroke,19.3,3,21,As Expected,-118.09915,33.91255
2016,Los Angeles,Coast Plaza Hospital,106190766,Acute Stroke Hemorrhagic,.,.,.,,-118.09915,33.91255
2016,Los Angeles,Coast Plaza Hospital,106190766,Acute Stroke Ischemic,9,2,19,As Expected,-118.09915,33.91255
2016,Los Angeles,Coast Plaza Hospital,106190766,Acute Stroke Subarachnoid,.,.,.,,-118.09915,33.91255
2016,Los Angeles,Coast Plaza Hospital,106190766,Carotid Endarterectomy,.,.,.,,-118.09915,33.91255
2016,Los Angeles,Coast Plaza Hospital,106190766,Espophageal Resection,.,.,.,,-118.09915,33.91255
2016,Los Angeles,Coast Plaza Hospital,106190766,GI Hemorrhage,3.9,2,71,As Expected,-118.09915,33.91255
2016,Los Angeles,Coast Plaza Hospital,106190766,Heart Failure,1.2,1,111,As Expected,-118.09915,33.91255
2016,Los Angeles,Coast Plaza Hospital,106190766,Hip Fracture,0,0,14,As Expected,-118.09915,33.91255
2016,Los Angeles,Coast Plaza Hospital,106190766,PCI,.,.,.,,-118.09915,33.91255
2016,Los Angeles,Coast Plaza Hospital,106190766,Pancreatic Cancer,.,.,.,,-118.09915,33.91255
2016,Los Angeles,Coast Plaza Hospital,106190766,Pancreatic Other,.,.,.,,-118.09915,33.91255
2016,Los Angeles,Coast Plaza Hospital,106190766,Pancreatic Resection,.,.,.,,-118.09915,33.91255
2016,Los Angeles,Coast Plaza Hospital,106190766,Pneumonia,4.8,2,67,As Expected,-118.09915,33.91255
2016,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,AAA Repair Unruptured,2,2,55,As Expected,-118.445,34.068889
2016,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,AMI,7.8,21,268,As Expected,-118.445,34.068889
2016,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,Acute Stroke,5.6,44,525,Better,-118.445,34.068889
2016,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,Acute Stroke Hemorrhagic,14,22,126,Better,-118.445,34.068889
2016,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,Acute Stroke Ischemic,2.7,16,351,Better,-118.445,34.068889
2016,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,Acute Stroke Subarachnoid,15.4,6,48,As Expected,-118.445,34.068889
2016,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,Carotid Endarterectomy,0,0,24,As Expected,-118.445,34.068889
2016,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,Espophageal Resection,0,0,9,As Expected,-118.445,34.068889
2016,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,GI Hemorrhage,4.2,11,249,As Expected,-118.445,34.068889
2016,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,Heart Failure,3.8,15,407,As Expected,-118.445,34.068889
2016,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,Hip Fracture,1.5,1,26,As Expected,-118.445,34.068889
2016,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,PCI,5.5,23,285,Worse,-118.445,34.068889
2016,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,Pancreatic Cancer,0,0,61,As Expected,-118.445,34.068889
2016,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,Pancreatic Other,2.4,1,56,As Expected,-118.445,34.068889
2016,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,Pancreatic Resection,1.1,1,117,As Expected,-118.445,34.068889
2016,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,Pneumonia,5.3,6,132,As Expected,-118.445,34.068889
2016,Los Angeles,Valley Presbyterian Hospital,106190812,AAA Repair Unruptured,,,,,-118.4632,34.19396
2016,Los Angeles,Valley Presbyterian Hospital,106190812,AMI,5.4,14,270,As Expected,-118.4632,34.19396
2016,Los Angeles,Valley Presbyterian Hospital,106190812,Acute Stroke,8.6,12,154,As Expected,-118.4632,34.19396
2016,Los Angeles,Valley Presbyterian Hospital,106190812,Acute Stroke Hemorrhagic,25,7,35,As Expected,-118.4632,34.19396
2016,Los Angeles,Valley Presbyterian Hospital,106190812,Acute Stroke Ischemic,3,3,113,As Expected,-118.4632,34.19396
2016,Los Angeles,Valley Presbyterian Hospital,106190812,Acute Stroke Subarachnoid,24.8,2,6,As Expected,-118.4632,34.19396
2016,Los Angeles,Valley Presbyterian Hospital,106190812,Carotid Endarterectomy,0,0,12,As Expected,-118.4632,34.19396
2016,Los Angeles,Valley Presbyterian Hospital,106190812,Espophageal Resection,.,.,.,,-118.4632,34.19396
2016,Los Angeles,Valley Presbyterian Hospital,106190812,GI Hemorrhage,2.3,4,193,As Expected,-118.4632,34.19396
2016,Los Angeles,Valley Presbyterian Hospital,106190812,Heart Failure,1.6,7,425,As Expected,-118.4632,34.19396
2016,Los Angeles,Valley Presbyterian Hospital,106190812,Hip Fracture,1.2,1,47,As Expected,-118.4632,34.19396
2016,Los Angeles,Valley Presbyterian Hospital,106190812,PCI,4.3,9,203,As Expected,-118.4632,34.19396
2016,Los Angeles,Valley Presbyterian Hospital,106190812,Pancreatic Cancer,9.3,1,8,As Expected,-118.4632,34.19396
2016,Los Angeles,Valley Presbyterian Hospital,106190812,Pancreatic Other,0,0,6,As Expected,-118.4632,34.19396
2016,Los Angeles,Valley Presbyterian Hospital,106190812,Pancreatic Resection,5.6,1,14,As Expected,-118.4632,34.19396
2016,Los Angeles,Valley Presbyterian Hospital,106190812,Pneumonia,2.9,4,138,As Expected,-118.4632,34.19396
2016,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,AAA Repair Unruptured,.,.,.,,-118.2152,34.20557
2016,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,AMI,14,8,38,Worse,-118.2152,34.20557
2016,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,Acute Stroke,7.8,3,74,As Expected,-118.2152,34.20557
2016,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,Acute Stroke Hemorrhagic,28.4,2,4,As Expected,-118.2152,34.20557
2016,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,Acute Stroke Ischemic,2.5,1,69,As Expected,-118.2152,34.20557
2016,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,Acute Stroke Subarachnoid,.,.,.,,-118.2152,34.20557
2016,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,Carotid Endarterectomy,.,.,.,,-118.2152,34.20557
2016,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,Espophageal Resection,.,.,.,,-118.2152,34.20557
2016,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,GI Hemorrhage,1.9,2,92,As Expected,-118.2152,34.20557
2016,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,Heart Failure,2.7,4,130,As Expected,-118.2152,34.20557
2016,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,Hip Fracture,0,0,93,As Expected,-118.2152,34.20557
2016,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,PCI,.,.,.,,-118.2152,34.20557
2016,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,Pancreatic Cancer,.,.,.,,-118.2152,34.20557
2016,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,Pancreatic Other,.,.,.,,-118.2152,34.20557
2016,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,Pancreatic Resection,.,.,.,,-118.2152,34.20557
2016,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,Pneumonia,2.2,3,142,As Expected,-118.2152,34.20557
2016,Los Angeles,West Covina Medical Center,106190857,AAA Repair Unruptured,.,.,.,,-117.94505,34.07042
2016,Los Angeles,West Covina Medical Center,106190857,AMI,.,.,.,,-117.94505,34.07042
2016,Los Angeles,West Covina Medical Center,106190857,Acute Stroke,0,0,3,As Expected,-117.94505,34.07042
2016,Los Angeles,West Covina Medical Center,106190857,Acute Stroke Hemorrhagic,.,.,.,,-117.94505,34.07042
