466 ,GA,Jasper                                          ,"13,900"   ,33.314905°,–83.687892° 
467 ,GA,Jeff Davis                                      ,"15,068"   ,31.811615°,–82.636825° 
468 ,GA,Jefferson                                       ,"16,930"   ,33.051874°,–82.419050° 
469 ,GA,Jenkins                                         ,"8,340"    ,32.794563°,–81.971524° 
470 ,GA,Johnson                                         ,"9,980"    ,32.689831°,–82.661354° 
471 ,GA,Jones                                           ,"28,669"   ,33.020226°,–83.562339° 
472 ,GA,Lamar                                           ,"18,317"   ,33.074460°,–84.146721° 
473 ,GA,Lanier                                          ,"10,078"   ,31.038197°,–83.063164° 
474 ,GA,Laurens                                         ,"48,434"   ,32.393220°,–82.926317° 
475 ,GA,Lee                                             ,"28,298"   ,31.818419°,–84.146681° 
476 ,GA,Liberty                                         ,"63,453"   ,31.807245°,–81.457969° 
477 ,GA,Lincoln                                         ,"7,996"    ,33.792151°,–82.448299° 
478 ,GA,Long                                            ,"14,464"   ,31.749563°,–81.742870° 
479 ,GA,Lowndes                                         ,"109,233"  ,30.833680°,–83.268967° 
480 ,GA,Lumpkin                                         ,"29,966"   ,34.568149°,–83.998828° 
481 ,GA,McDuffie                                        ,"21,875"   ,33.482464°,–82.473188° 
482 ,GA,McIntosh                                        ,"14,333"   ,31.482978°,–81.370199° 
483 ,GA,Macon                                           ,"14,740"   ,32.366216°,–84.052162° 
484 ,GA,Madison                                         ,"28,120"   ,34.128486°,–83.203637° 
485 ,GA,Marion                                          ,"8,742"    ,32.359538°,–84.529561° 
486 ,GA,Meriwether                                      ,"21,992"   ,33.030220°,–84.663279° 
487 ,GA,Miller                                          ,"6,125"    ,31.162908°,–84.730386° 
488 ,GA,Mitchell                                        ,"23,498"   ,31.228940°,–84.192407° 
489 ,GA,Monroe                                          ,"26,424"   ,33.017435°,–83.922938° 
490 ,GA,Montgomery                                      ,"9,123"    ,32.172108°,–82.533349° 
491 ,GA,Morgan                                          ,"17,868"   ,33.593732°,–83.492324° 
492 ,GA,Murray                                          ,"39,628"   ,34.797097°,–84.737990° 
493 ,GA,Muscogee                                        ,"189,885"  ,32.510197°,–84.874946° 
494 ,GA,Newton                                          ,"99,958"   ,33.544046°,–83.855189° 
495 ,GA,Oconee                                          ,"32,808"   ,33.834125°,–83.437728° 
496 ,GA,Oglethorpe                                      ,"14,899"   ,33.866806°,–83.074081° 
497 ,GA,Paulding                                        ,"142,324"  ,33.920903°,–84.866979° 
498 ,GA,Peach                                           ,"27,695"   ,32.571324°,–83.831978° 
499 ,GA,Pickens                                         ,"29,431"   ,34.456621°,–84.490256° 
500 ,GA,Pierce                                          ,"18,758"   ,31.353988°,–82.210427° 
501 ,GA,Pike                                            ,"17,869"   ,33.090769°,–84.386627° 
502 ,GA,Polk                                            ,"41,475"   ,33.995961°,–85.186826° 
503 ,GA,Pulaski                                         ,"12,010"   ,32.238794°,–83.481855° 
504 ,GA,Putnam                                          ,"21,218"   ,33.321061°,–83.371790° 
505 ,GA,Quitman                                         ,"2,513"    ,31.861487°,–85.009317° 
506 ,GA,Rabun                                           ,"16,276"   ,34.883026°,–83.404735° 
507 ,GA,Randolph                                        ,"7,719"    ,31.762651°,–84.752311° 
508 ,GA,Richmond                                        ,"200,549"  ,33.361487°,–82.074998° 
509 ,GA,Rockdale                                        ,"85,215"   ,33.652081°,–84.026370° 
510 ,GA,Schley                                          ,"5,010"    ,32.263441°,–84.322724° 
511 ,GA,Screven                                         ,"14,593"   ,32.744751°,–81.617585° 
512 ,GA,Seminole                                        ,"8,729"    ,30.933894°,–84.867592° 
513 ,GA,Spalding                                        ,"64,073"   ,33.262389°,–84.286067° 
514 ,GA,Stephens                                        ,"26,175"   ,34.552914°,–83.290216° 
515 ,GA,Stewart                                         ,"6,058"    ,32.073225°,–84.834912° 
516 ,GA,Sumter                                          ,"32,819"   ,32.042203°,–84.204283° 
517 ,GA,Talbot                                          ,"6,865"    ,32.704603°,–84.530029° 
518 ,GA,Taliaferro                                      ,"1,717"    ,33.559314°,–82.875208° 
519 ,GA,Tattnall                                        ,"25,520"   ,32.043768°,–82.059208° 
520 ,GA,Taylor                                          ,"8,906"    ,32.554667°,–84.251426° 
521 ,GA,Telfair                                         ,"16,500"   ,31.913639°,–82.931062° 
522 ,GA,Terrell                                         ,"9,315"    ,31.777191°,–84.439446° 
523 ,GA,Thomas                                          ,"44,720"   ,30.864616°,–83.919783° 
524 ,GA,Tift                                            ,"40,118"   ,31.457003°,–83.525931° 
525 ,GA,Toombs                                          ,"27,223"   ,32.126698°,–82.332071° 
526 ,GA,Towns                                           ,"10,471"   ,34.902650°,–83.732158° 
527 ,GA,Treutlen                                        ,"6,885"    ,32.409586°,–82.570882° 
528 ,GA,Troup                                           ,"67,044"   ,33.034482°,–85.028360° 
529 ,GA,Turner                                          ,"8,930"    ,31.718232°,–83.628567° 
530 ,GA,Twiggs                                          ,"9,023"    ,32.665847°,–83.425879° 
531 ,GA,Union                                           ,"21,356"   ,34.833770°,–83.989573° 
532 ,GA,Upson                                           ,"27,153"   ,32.881837°,–84.292281° 
533 ,GA,Walker                                          ,"68,756"   ,34.735827°,–85.305385° 
534 ,GA,Walton                                          ,"83,768"   ,33.782649°,–83.734215° 
535 ,GA,Ware                                            ,"36,312"   ,31.050881°,–82.421507° 
536 ,GA,Warren                                          ,"5,834"    ,33.419169°,–82.688012° 
537 ,GA,Washington                                      ,"21,187"   ,32.971848°,–82.798112° 
538 ,GA,Wayne                                           ,"30,099"   ,31.547845°,–81.912376° 
539 ,GA,Webster                                         ,"2,799"    ,32.046554°,–84.553218° 
540 ,GA,Wheeler                                         ,"7,421"    ,32.109276°,–82.738701° 
541 ,GA,White                                           ,"27,144"   ,34.643677°,–83.743713° 
542 ,GA,Whitfield                                       ,"102,599"  ,34.801726°,–84.968541° 
543 ,GA,Wilcox                                          ,"9,255"    ,31.962717°,–83.438262° 
544 ,GA,Wilkes                                          ,"10,593"   ,33.779040°,–82.747922° 
545 ,GA,Wilkinson                                       ,"9,563"    ,32.804321°,–83.175587° 
546 ,GA,Worth                                           ,"21,679"   ,31.551773°,–83.849960° 
547 ,HI,Hawaiʻi                                         ,"185,079"  ,19.597764°,–155.502443°
548 ,HI,Honolulu                                        ,"953,207"  ,21.461364°,–158.201976°
549 ,HI,Kalawao                                         ,90         ,21.218764°,–156.974010°
550 ,HI,Kauaʻi                                          ,"67,091"   ,22.012038°,–159.705965°
551 ,HI,Maui                                            ,"154,834"  ,20.855931°,–156.601550°
552 ,ID,Ada                                             ,"392,365"  ,43.447861°,–116.244456°
553 ,ID,Adams                                           ,"3,976"    ,44.884583°,–116.431873°
554 ,ID,Bannock                                         ,"82,839"   ,42.692939°,–112.228986°
555 ,ID,Bear Lake                                       ,"5,986"    ,42.285833°,–111.327445°
556 ,ID,Benewah                                         ,"9,285"    ,47.218451°,–116.633541°
557 ,ID,Bingham                                         ,"45,607"   ,43.216357°,–112.399206°
558 ,ID,Blaine                                          ,"21,376"   ,43.394482°,–113.955290°
559 ,ID,Boise                                           ,"7,028"    ,43.987275°,–115.715111°
560 ,ID,Bonner                                          ,"40,877"   ,48.312512°,–116.596940°
561 ,ID,Bonneville                                      ,"104,234"  ,43.395171°,–111.621878°
562 ,ID,Boundary                                        ,"10,972"   ,48.773065°,–116.524619°
563 ,ID,Butte                                           ,"2,891"    ,43.685100°,–113.177627°
564 ,ID,Camas                                           ,"1,117"    ,43.463396°,–114.804427°
565 ,ID,Canyon                                          ,"188,923"  ,43.623051°,–116.708527°
566 ,ID,Caribou                                         ,"6,963"    ,42.786273°,–111.544172°
567 ,ID,Cassia                                          ,"22,952"   ,42.288635°,–113.605498°
568 ,ID,Clark                                           ,982        ,44.286251°,–112.361120°
569 ,ID,Clearwater                                      ,"8,761"    ,46.672570°,–115.653500°
570 ,ID,Custer                                          ,"4,368"    ,44.273341°,–114.252251°
571 ,ID,Elmore                                          ,"27,038"   ,43.394826°,–115.470751°
572 ,ID,Franklin                                        ,"12,786"   ,42.173589°,–111.822955°
573 ,ID,Fremont                                         ,"13,242"   ,44.218091°,–111.484429°
574 ,ID,Gem                                             ,"16,719"   ,44.061473°,–116.398784°
575 ,ID,Gooding                                         ,"15,464"   ,42.973185°,–114.821420°
576 ,ID,Idaho                                           ,"16,267"   ,45.849237°,–115.467376°
577 ,ID,Jefferson                                       ,"26,140"   ,43.796965°,–112.318588°
578 ,ID,Jerome                                          ,"22,374"   ,42.691172°,–114.263009°
579 ,ID,Kootenai                                        ,"138,494"  ,47.677113°,–116.694918°
580 ,ID,Latah                                           ,"37,244"   ,46.818920°,–116.730974°
581 ,ID,Lemhi                                           ,"7,936"    ,44.928789°,–113.887841°
582 ,ID,Lewis                                           ,"3,821"    ,46.236328°,–116.423760°
583 ,ID,Lincoln                                         ,"5,208"    ,42.986181°,–114.153899°
584 ,ID,Madison                                         ,"37,536"   ,43.789709°,–111.656550°
585 ,ID,Minidoka                                        ,"20,069"   ,42.856937°,–113.640010°
586 ,ID,Nez Perce                                       ,"39,265"   ,46.333766°,–116.760903°
587 ,ID,Oneida                                          ,"4,286"    ,42.183890°,–112.520465°
588 ,ID,Owyhee                                          ,"11,526"   ,42.593063°,–116.142655°
589 ,ID,Payette                                         ,"22,623"   ,44.002740°,–116.748655°
590 ,ID,Power                                           ,"7,817"    ,42.694126°,–112.844407°
591 ,ID,Shoshone                                        ,"12,765"   ,47.347694°,–115.885092°
592 ,ID,Teton                                           ,"10,170"   ,43.760994°,–111.211765°
593 ,ID,Twin Falls                                      ,"77,230"   ,42.352309°,–114.665639°
594 ,ID,Valley                                          ,"9,862"    ,44.771532°,–115.637875°
595 ,ID,Washington                                      ,"10,198"   ,44.448213°,–116.797830°
596 ,IL,Adams                                           ,"67,103"   ,39.986053°,–91.194961° 
597 ,IL,Alexander                                       ,"8,238"    ,37.183683°,–89.349506° 
598 ,IL,Bond                                            ,"17,768"   ,38.885924°,–89.436592° 
599 ,IL,Boone                                           ,"54,165"   ,42.318983°,–88.824295° 
600 ,IL,Brown                                           ,"6,937"    ,39.962069°,–90.750310° 
601 ,IL,Bureau                                          ,"34,978"   ,41.401304°,–89.528377° 
602 ,IL,Calhoun                                         ,"5,089"    ,39.164262°,–90.666295° 
603 ,IL,Carroll                                         ,"15,387"   ,42.059084°,–89.926485° 
604 ,IL,Cass                                            ,"13,642"   ,39.969202°,–90.245705° 
605 ,IL,Champaign                                       ,"201,081"  ,40.139150°,–88.197201° 
606 ,IL,Christian                                       ,"34,800"   ,39.545524°,–89.279593° 
607 ,IL,Clark                                           ,"16,335"   ,39.332364°,–87.791687° 
608 ,IL,Clay                                            ,"13,815"   ,38.747312°,–88.483789° 
609 ,IL,Clinton                                         ,"37,762"   ,38.606423°,–89.423136° 
610 ,IL,Coles                                           ,"53,873"   ,39.513680°,–88.220782° 
611 ,IL,Cook                                            ,"5,194,675",41.894294°,–87.645455° 
612 ,IL,Crawford                                        ,"19,817"   ,39.003730°,–87.757172° 
613 ,IL,Cumberland                                      ,"11,048"   ,39.273121°,–88.240619° 
614 ,IL,DeKalb                                          ,"105,160"  ,41.894613°,–88.768991° 
615 ,IL,De Witt                                         ,"16,561"   ,40.181499°,–88.901853° 
616 ,IL,Douglas                                         ,"19,980"   ,39.766078°,–88.222866° 
617 ,IL,DuPage                                          ,"916,924"  ,41.852058°,–88.086038° 
618 ,IL,Edgar                                           ,"18,576"   ,39.679037°,–87.747110° 
619 ,IL,Edwards                                         ,"6,721"    ,38.417095°,–88.047941° 
620 ,IL,Effingham                                       ,"34,242"   ,39.047694°,–88.592786° 
621 ,IL,Fayette                                         ,"22,140"   ,39.001125°,–89.017923° 
622 ,IL,Ford                                            ,"14,081"   ,40.594423°,–88.224746° 
623 ,IL,Franklin                                        ,"39,561"   ,37.991848°,–88.926246° 
624 ,IL,Fulton                                          ,"37,069"   ,40.465688°,–90.206793° 
625 ,IL,Gallatin                                        ,"5,589"    ,37.768677°,–88.227964° 
626 ,IL,Greene                                          ,"13,886"   ,39.355444°,–90.387757° 
627 ,IL,Grundy                                          ,"50,063"   ,41.292410°,–88.401055° 
628 ,IL,Hamilton                                        ,"8,457"    ,38.085226°,–88.539005° 
629 ,IL,Hancock                                         ,"19,104"   ,40.405792°,–91.167988° 
630 ,IL,Hardin                                          ,"4,320"    ,37.517852°,–88.266148° 
631 ,IL,Henderson                                       ,"7,331"    ,40.815141°,–90.938480° 
632 ,IL,Henry                                           ,"50,486"   ,41.350021°,–90.130838° 
633 ,IL,Iroquois                                        ,"29,718"   ,#ERROR!   ,–87.833601° 
634 ,IL,Jackson                                         ,"60,218"   ,37.786096°,–89.381212° 
635 ,IL,Jasper                                          ,"9,698"    ,39.004874°,–88.150763° 
636 ,IL,Jefferson                                       ,"38,827"   ,38.300780°,–88.924210° 
637 ,IL,Jersey                                          ,"22,985"   ,39.080192°,–90.361365° 
638 ,IL,Jo Daviess                                      ,"22,678"   ,42.362391°,–90.211471° 
639 ,IL,Johnson                                         ,"12,582"   ,37.460815°,–88.882962° 
640 ,IL,Kane                                            ,"515,269"  ,41.939594°,–88.428040° 
641 ,IL,Kankakee                                        ,"113,449"  ,41.139494°,–87.861125° 
642 ,IL,Kendall                                         ,"114,736"  ,41.588140°,–88.430626° 
643 ,IL,Knox                                            ,"52,919"   ,40.930941°,–90.213761° 
644 ,IL,Lake                                            ,"703,462"  ,42.326444°,–87.436118° 
645 ,IL,La Salle                                        ,"113,924"  ,41.343341°,–88.885931° 
646 ,IL,Lawrence                                        ,"16,833"   ,38.718954°,–87.730221° 
647 ,IL,Lee                                             ,"36,031"   ,41.747442°,–89.299351° 
648 ,IL,Livingston                                      ,"38,950"   ,40.894376°,–88.552852° 
649 ,IL,Logan                                           ,"30,305"   ,40.129070°,–89.365308° 
650 ,IL,McDonough                                       ,"32,612"   ,40.455789°,–90.677579° 
651 ,IL,McHenry                                         ,"308,760"  ,42.324298°,–88.452245° 
652 ,IL,McLean                                          ,"169,572"  ,40.494559°,–88.844539° 
653 ,IL,Macon                                           ,"110,768"  ,39.860237°,–88.961529° 
654 ,IL,Macoupin                                        ,"47,765"   ,39.265900°,–89.926344° 
655 ,IL,Madison                                         ,"269,282"  ,38.827082°,–89.900195° 
656 ,IL,Marion                                          ,"39,437"   ,38.648396°,–88.920221° 
657 ,IL,Marshall                                        ,"12,640"   ,41.031119°,–89.342371° 
658 ,IL,Mason                                           ,"14,666"   ,40.236993°,–89.913575° 
659 ,IL,Massac                                          ,"15,429"   ,37.216119°,–88.705658° 
660 ,IL,Menard                                          ,"12,705"   ,40.022569°,–89.794133° 
661 ,IL,Mercer                                          ,"16,434"   ,41.204791°,–90.741433° 
662 ,IL,Monroe                                          ,"32,957"   ,38.277983°,–90.179078° 
663 ,IL,Montgomery                                      ,"30,104"   ,39.228092°,–89.478007° 
664 ,IL,Morgan                                          ,"35,547"   ,39.716806°,–90.202277° 
665 ,IL,Moultrie                                        ,"14,846"   ,39.636896°,–88.625726° 
666 ,IL,Ogle                                            ,"53,497"   ,42.041884°,–89.320176° 
667 ,IL,Peoria                                          ,"186,494"  ,40.785999°,–89.767358° 
668 ,IL,Perry                                           ,"22,350"   ,38.084385°,–89.368487° 
669 ,IL,Piatt                                           ,"16,729"   ,40.009056°,–88.592328° 
670 ,IL,Pike                                            ,"16,430"   ,39.625106°,–90.889034° 
671 ,IL,Pope                                            ,"4,470"    ,37.417169°,–88.542374° 
672 ,IL,Pulaski                                         ,"6,161"    ,37.215615°,–89.127755° 
673 ,IL,Putnam                                          ,"6,006"    ,41.198940°,–89.298386° 
674 ,IL,Randolph                                        ,"33,476"   ,38.056515°,–89.821210° 
675 ,IL,Richland                                        ,"16,233"   ,38.711550°,–88.085698° 
676 ,IL,Rock Island                                     ,"147,546"  ,41.468404°,–90.572203° 
677 ,IL,St. Clair                                       ,"270,056"  ,38.470198°,–89.928546° 
678 ,IL,Saline                                          ,"24,913"   ,37.751653°,–88.545031° 
679 ,IL,Sangamon                                        ,"197,465"  ,39.756378°,–89.662311° 
680 ,IL,Schuyler                                        ,"7,544"    ,40.156905°,–90.613464° 
681 ,IL,Scott                                           ,"5,355"    ,39.636980°,–90.477759° 
682 ,IL,Shelby                                          ,"22,363"   ,39.384926°,–88.798862° 
683 ,IL,Stark                                           ,"5,994"    ,41.096908°,–89.797411° 
684 ,IL,Stephenson                                      ,"47,711"   ,42.349726°,–89.665994° 
685 ,IL,Tazewell                                        ,"135,394"  ,40.508074°,–89.516260° 
686 ,IL,Union                                           ,"17,808"   ,37.475104°,–89.252875° 
687 ,IL,Vermilion                                       ,"81,625"   ,40.186740°,–87.726772° 
688 ,IL,Wabash                                          ,"11,947"   ,38.445821°,–87.839167° 
689 ,IL,Warren                                          ,"17,707"   ,40.850441°,–90.620223° 
690 ,IL,Washington                                      ,"14,716"   ,38.353141°,–89.417187° 
691 ,IL,Wayne                                           ,"16,760"   ,38.431948°,–88.432129° 
692 ,IL,White                                           ,"14,665"   ,38.087372°,–88.178585° 
693 ,IL,Whiteside                                       ,"58,498"   ,41.750571°,–89.910957° 
694 ,IL,Will                                            ,"677,560"  ,41.448474°,–87.978456° 
695 ,IL,Williamson                                      ,"66,357"   ,37.730353°,–88.930018° 
696 ,IL,Winnebago                                       ,"295,266"  ,42.337396°,–89.161205° 
697 ,IL,Woodford                                        ,"38,664"   ,40.789596°,–89.210301° 
698 ,IN,Adams                                           ,"34,387"   ,40.745733°,–84.936131° 
699 ,IN,Allen                                           ,"355,329"  ,41.091855°,–85.072230° 
700 ,IN,Bartholomew                                     ,"76,794"   ,39.205843°,–85.897999° 
701 ,IN,Benton                                          ,"8,854"    ,40.608253°,–87.315479° 
702 ,IN,Blackford                                       ,"12,766"   ,40.472672°,–85.323730° 
703 ,IN,Boone                                           ,"56,640"   ,40.050892°,–86.469014° 
704 ,IN,Brown                                           ,"15,242"   ,39.192585°,–86.239410° 
705 ,IN,Carroll                                         ,"20,155"   ,40.584980°,–86.565141° 
706 ,IN,Cass                                            ,"38,966"   ,40.753799°,–86.355169° 
707 ,IN,Clark                                           ,"110,232"  ,38.476217°,–85.711122° 
708 ,IN,Clay                                            ,"26,890"   ,39.393951°,–87.115837° 
709 ,IN,Clinton                                         ,"33,224"   ,40.305944°,–86.477567° 
710 ,IN,Crawford                                        ,"10,713"   ,38.289433°,–86.440871° 
711 ,IN,Daviess                                         ,"31,648"   ,38.696155°,–87.076988° 
712 ,IN,Dearborn                                        ,"50,047"   ,39.151491°,–84.973460° 
713 ,IN,Decatur                                         ,"25,740"   ,39.305980°,–85.499831° 
714 ,IN,DeKalb                                          ,"42,223"   ,41.401189°,–85.000185° 
715 ,IN,Delaware                                        ,"117,671"  ,40.227165°,–85.398856° 
716 ,IN,Dubois                                          ,"41,889"   ,38.373344°,–86.873385° 
717 ,IN,Elkhart                                         ,"197,559"  ,41.600693°,–85.863986° 
718 ,IN,Fayette                                         ,"24,277"   ,39.639655°,–85.185032° 
719 ,IN,Floyd                                           ,"74,578"   ,38.317937°,–85.911474° 
720 ,IN,Fountain                                        ,"17,240"   ,40.121282°,–87.234806° 
721 ,IN,Franklin                                        ,"23,087"   ,39.409762°,–85.066964° 
722 ,IN,Fulton                                          ,"20,836"   ,41.050384°,–86.265006° 
723 ,IN,Gibson                                          ,"33,503"   ,38.317413°,–87.580566° 
724 ,IN,Grant                                           ,"70,061"   ,40.515758°,–85.654946° 
725 ,IN,Greene                                          ,"33,165"   ,39.048600°,–87.005245° 
726 ,IN,Hamilton                                        ,"274,569"  ,40.049870°,–86.020586° 
727 ,IN,Hancock                                         ,"70,002"   ,39.822604°,–85.772904° 
728 ,IN,Harrison                                        ,"39,364"   ,38.186440°,–86.103681° 
729 ,IN,Hendricks                                       ,"145,448"  ,39.768749°,–86.510287° 
730 ,IN,Henry                                           ,"49,462"   ,39.929576°,–85.397338° 
731 ,IN,Howard                                          ,"82,752"   ,40.483537°,–86.114118° 
732 ,IN,Huntington                                      ,"37,124"   ,40.826394°,–85.478598° 
733 ,IN,Jackson                                         ,"42,376"   ,38.911957°,–86.042516° 
734 ,IN,Jasper                                          ,"33,478"   ,41.017688°,–87.118814° 
735 ,IN,Jay                                             ,"21,253"   ,40.434972°,–85.003380° 
736 ,IN,Jefferson                                       ,"32,428"   ,38.783604°,–85.440090° 
737 ,IN,Jennings                                        ,"28,525"   ,38.996234°,–85.628111° 
738 ,IN,Johnson                                         ,"139,654"  ,39.495986°,–86.094600° 
739 ,IN,Knox                                            ,"38,440"   ,38.688663°,–87.420182° 
740 ,IN,Kosciusko                                       ,"77,358"   ,41.244293°,–85.861575° 
741 ,IN,LaGrange                                        ,"37,128"   ,41.642468°,–85.426302° 
742 ,IN,Lake                                            ,"496,005"  ,41.472239°,–87.374337° 
743 ,IN,LaPorte                                         ,"111,467"  ,41.549011°,–86.744729° 
744 ,IN,Lawrence                                        ,"46,134"   ,38.839815°,–86.487820° 
745 ,IN,Madison                                         ,"131,636"  ,40.166203°,–85.722454° 
746 ,IN,Marion                                          ,"903,393"  ,39.782976°,–86.135794° 
747 ,IN,Marshall                                        ,"47,051"   ,41.325003°,–86.269036° 
748 ,IN,Martin                                          ,"10,334"   ,38.705322°,–86.801847° 
749 ,IN,Miami                                           ,"36,903"   ,40.772881°,–86.044259° 
750 ,IN,Monroe                                          ,"137,974"  ,39.160751°,–86.523325° 
751 ,IN,Montgomery                                      ,"38,124"   ,40.040296°,–86.892715° 
752 ,IN,Morgan                                          ,"68,894"   ,39.482646°,–86.447457° 
753 ,IN,Newton                                          ,"14,244"   ,40.962399°,–87.402172° 
754 ,IN,Noble                                           ,"47,536"   ,41.400794°,–85.417850° 
755 ,IN,Ohio                                            ,"6,128"    ,38.940527°,–84.964299° 
756 ,IN,Orange                                          ,"19,840"   ,38.547381°,–86.489257° 
757 ,IN,Owen                                            ,"21,575"   ,39.317339°,–86.838845° 
758 ,IN,Parke                                           ,"17,339"   ,39.774250°,–87.196950° 
759 ,IN,Perry                                           ,"19,338"   ,38.081436°,–86.626540° 
760 ,IN,Pike                                            ,"12,845"   ,38.397898°,–87.232532° 
761 ,IN,Porter                                          ,"164,343"  ,41.509922°,–87.071308° 
762 ,IN,Posey                                           ,"25,910"   ,38.027614°,–87.868653° 
763 ,IN,Pulaski                                         ,"13,402"   ,41.045272°,–86.692538° 
764 ,IN,Putnam                                          ,"37,963"   ,39.665545°,–86.853325° 
765 ,IN,Randolph                                        ,"26,171"   ,40.164414°,–85.005004° 
766 ,IN,Ripley                                          ,"28,818"   ,39.100230°,–85.260541° 
767 ,IN,Rush                                            ,"17,392"   ,39.622312°,–85.466527° 
768 ,IN,St. Joseph                                      ,"266,931"  ,41.617699°,–86.288159° 
769 ,IN,Scott                                           ,"24,181"   ,38.679431°,–85.751898° 
770 ,IN,Shelby                                          ,"44,436"   ,39.524135°,–85.792174° 
771 ,IN,Spencer                                         ,"20,952"   ,38.009789°,–87.010645° 
772 ,IN,Starke                                          ,"23,363"   ,41.283220°,–86.647570° 
773 ,IN,Steuben                                         ,"34,185"   ,41.643437°,–85.002467° 
774 ,IN,Sullivan                                        ,"21,475"   ,39.089225°,–87.415843° 
775 ,IN,Switzerland                                     ,"10,613"   ,38.825846°,–85.029679° 
776 ,IN,Tippecanoe                                      ,"172,780"  ,40.389260°,–86.893943° 
777 ,IN,Tipton                                          ,"15,936"   ,40.310229°,–86.056207° 
778 ,IN,Union                                           ,"7,516"    ,39.623111°,–84.925152° 
779 ,IN,Vanderburgh                                     ,"179,703"  ,38.020070°,–87.586166° 
780 ,IN,Vermillion                                      ,"16,212"   ,39.854045°,–87.462071° 
781 ,IN,Vigo                                            ,"107,848"  ,39.429143°,–87.390375° 
782 ,IN,Wabash                                          ,"32,888"   ,40.843717°,–85.795175° 
783 ,IN,Warren                                          ,"8,508"    ,40.352658°,–87.375847° 
784 ,IN,Warrick                                         ,"59,689"   ,38.097764°,–87.272023° 
785 ,IN,Washington                                      ,"28,262"   ,38.600613°,–86.104751° 
786 ,IN,Wayne                                           ,"68,917"   ,39.863091°,–85.006735° 
787 ,IN,Wells                                           ,"27,636"   ,40.735273°,–85.212974° 
788 ,IN,White                                           ,"24,643"   ,40.750950°,–86.864293° 
789 ,IN,Whitley                                         ,"33,292"   ,41.136426°,–85.501892° 
790 ,IA,Adair                                           ,"7,682"    ,41.328528°,–94.478164° 
791 ,IA,Adams                                           ,"4,029"    ,41.021656°,–94.696906° 
792 ,IA,Allamakee                                       ,"14,330"   ,43.274964°,–91.382751° 
793 ,IA,Appanoose                                       ,"12,887"   ,40.744683°,–92.870345° 
794 ,IA,Audubon                                         ,"6,119"    ,41.679178°,–94.904312° 
795 ,IA,Benton                                          ,"26,076"   ,42.092547°,–92.057630° 
796 ,IA,Black Hawk                                      ,"131,090"  ,42.472888°,–92.306059° 
797 ,IA,Boone                                           ,"26,306"   ,42.038601°,–93.939138° 
798 ,IA,Bremer                                          ,"24,276"   ,42.780890°,–92.327586° 
799 ,IA,Buchanan                                        ,"20,958"   ,42.470328°,–91.838666° 
800 ,IA,Buena Vista                                     ,"20,260"   ,42.741522°,–95.141433° 
801 ,IA,Butler                                          ,"14,867"   ,42.734708°,–92.780066° 
802 ,IA,Calhoun                                         ,"9,670"    ,42.386170°,–94.643683° 
803 ,IA,Carroll                                         ,"20,816"   ,42.039492°,–94.867647° 
804 ,IA,Cass                                            ,"13,956"   ,41.333824°,–94.933302° 
805 ,IA,Cedar                                           ,"18,499"   ,41.772355°,–91.132190° 
806 ,IA,Cerro Gordo                                     ,"44,151"   ,43.075171°,–93.251266° 
807 ,IA,Cherokee                                        ,"12,072"   ,42.742738°,–95.633262° 
808 ,IA,Chickasaw                                       ,"12,439"   ,43.059741°,–92.317210° 
809 ,IA,Clarke                                          ,"9,286"    ,41.029191°,–93.784096° 
810 ,IA,Clay                                            ,"16,667"   ,43.079822°,–95.149726° 
811 ,IA,Clayton                                         ,"18,129"   ,42.840998°,–91.323511° 
812 ,IA,Clinton                                         ,"49,116"   ,41.898073°,–90.534243° 
813 ,IA,Crawford                                        ,"17,096"   ,42.043119°,–95.389090° 
814 ,IA,Dallas                                          ,"66,135"   ,41.685321°,–94.040707° 
815 ,IA,Davis                                           ,"8,753"    ,40.748089°,–92.410345° 
816 ,IA,Decatur                                         ,"8,457"    ,40.736379°,–93.784580° 
817 ,IA,Delaware                                        ,"17,764"   ,42.473003°,–91.359443° 
818 ,IA,Des Moines                                      ,"40,325"   ,40.915339°,–91.186925° 
819 ,IA,Dickinson                                       ,"16,667"   ,43.389611°,–95.196057° 
820 ,IA,Dubuque                                         ,"93,653"   ,42.463481°,–90.878771° 
821 ,IA,Emmet                                           ,"10,302"   ,43.377984°,–94.669370° 
822 ,IA,Fayette                                         ,"20,880"   ,42.864450°,–91.839373° 
823 ,IA,Floyd                                           ,"16,303"   ,43.052741°,–92.787367° 
824 ,IA,Franklin                                        ,"10,680"   ,42.736549°,–93.271425° 
825 ,IA,Fremont                                         ,"7,441"    ,40.743726°,–95.599516° 
826 ,IA,Greene                                          ,"9,336"    ,42.042494°,–94.388703° 
827 ,IA,Grundy                                          ,"12,453"   ,42.403323°,–92.790261° 
828 ,IA,Guthrie                                         ,"10,954"   ,41.683573°,–94.501272° 
829 ,IA,Hamilton                                        ,"15,673"   ,42.390768°,–93.709198° 
830 ,IA,Hancock                                         ,"11,341"   ,43.075411°,–93.743697° 
831 ,IA,Hardin                                          ,"17,534"   ,42.389955°,–93.241081° 
832 ,IA,Harrison                                        ,"14,928"   ,41.688584°,–95.827149° 
833 ,IA,Henry                                           ,"20,145"   ,40.985864°,–91.544270° 
834 ,IA,Howard                                          ,"9,566"    ,43.365313°,–92.321908° 
835 ,IA,Humboldt                                        ,"9,815"    ,42.782221°,–94.202775° 
